"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","GGEXP","EDU","PC_GDP","A","2016",4.06785592505519,
"ESP","GGEXP","EDU","PC_GDP","A","2017",3.99564040010598,
"ESP","GGEXP","EDU","PC_GDP","A","2018",3.9677404081375,
"ESP","GGEXP","EDU","PC_GDP","A","2019",4.01874568952713,
"ESP","GGEXP","EDU","PC_GDP","A","2020",4.64852516437997,
"DNK","GGEXP","EDU","PC_GDP","A","1995",6.36633967537705,
"DNK","GGEXP","EDU","PC_GDP","A","1996",6.42761741638443,
"DNK","GGEXP","EDU","PC_GDP","A","1997",6.4024184913363,
"DNK","GGEXP","EDU","PC_GDP","A","1998",6.68944623110456,
"DNK","GGEXP","EDU","PC_GDP","A","1999",6.48406401540384,
"DNK","GGEXP","EDU","PC_GDP","A","2000",6.28836209110144,
"DNK","GGEXP","EDU","PC_GDP","A","2001",6.39462803182082,
"DNK","GGEXP","EDU","PC_GDP","A","2002",6.57589911616329,
"DNK","GGEXP","EDU","PC_GDP","A","2003",6.5666203983927,
"DNK","GGEXP","EDU","PC_GDP","A","2004",6.62981056401804,
"DNK","GGEXP","EDU","PC_GDP","A","2005",6.37629315051739,
"DNK","GGEXP","EDU","PC_GDP","A","2006",6.19131330376883,
"DNK","GGEXP","EDU","PC_GDP","A","2007",5.94124159507747,
"DNK","GGEXP","EDU","PC_GDP","A","2008",6.1055141286201,
"DNK","GGEXP","EDU","PC_GDP","A","2009",6.93572103662815,
"DNK","GGEXP","EDU","PC_GDP","A","2010",7.13160164772556,
"DNK","GGEXP","EDU","PC_GDP","A","2011",6.81889453032681,
"DNK","GGEXP","EDU","PC_GDP","A","2012",6.97207613981023,
"DNK","GGEXP","EDU","PC_GDP","A","2013",6.88312073262722,
"DNK","GGEXP","EDU","PC_GDP","A","2014",7.12671587885938,
"DNK","GGEXP","EDU","PC_GDP","A","2015",7.01041392109166,
"DNK","GGEXP","EDU","PC_GDP","A","2016",6.79525768885678,
"DNK","GGEXP","EDU","PC_GDP","A","2017",6.43814752075902,
"DNK","GGEXP","EDU","PC_GDP","A","2018",6.39355439184072,
"DNK","GGEXP","EDU","PC_GDP","A","2019",6.33093290202705,
"DNK","GGEXP","EDU","PC_GDP","A","2020",6.39647848430415,
"KOR","GGEXP","EDU","PC_GDP","A","1970",4.2837731531145,
"KOR","GGEXP","EDU","PC_GDP","A","1971",4.57533449680047,
"KOR","GGEXP","EDU","PC_GDP","A","1972",4.32082854933571,
"KOR","GGEXP","EDU","PC_GDP","A","1973",3.61116639227109,
"KOR","GGEXP","EDU","PC_GDP","A","1974",3.5180265654649,
"KOR","GGEXP","EDU","PC_GDP","A","1975",3.90284153420084,
"KOR","GGEXP","EDU","PC_GDP","A","1976",4.21203913548173,
"KOR","GGEXP","EDU","PC_GDP","A","1977",4.23578979046759,
"KOR","GGEXP","EDU","PC_GDP","A","1978",3.90506668786897,
"KOR","GGEXP","EDU","PC_GDP","A","1979",4.03613323745537,
"KOR","GGEXP","EDU","PC_GDP","A","1980",4.39193356341457,
"KOR","GGEXP","EDU","PC_GDP","A","1981",4.59252906192495,
"KOR","GGEXP","EDU","PC_GDP","A","1982",4.86012435717952,
"KOR","GGEXP","EDU","PC_GDP","A","1983",4.83915270394726,
"KOR","GGEXP","EDU","PC_GDP","A","1984",4.43318789738813,
"KOR","GGEXP","EDU","PC_GDP","A","1985",4.17679851400833,
"KOR","GGEXP","EDU","PC_GDP","A","1986",3.87878717260049,
"KOR","GGEXP","EDU","PC_GDP","A","1987",3.6991630086986,
"KOR","GGEXP","EDU","PC_GDP","A","1988",3.5617731328603,
"KOR","GGEXP","EDU","PC_GDP","A","1989",3.71359056415552,
"KOR","GGEXP","EDU","PC_GDP","A","1990",3.85383249184019,
"KOR","GGEXP","EDU","PC_GDP","A","1991",3.96265935778087,
"KOR","GGEXP","EDU","PC_GDP","A","1992",4.22741449185129,
"KOR","GGEXP","EDU","PC_GDP","A","1993",4.16281042054208,
"KOR","GGEXP","EDU","PC_GDP","A","1994",4.1258717604124,
"KOR","GGEXP","EDU","PC_GDP","A","1995",4.00250532736766,
"KOR","GGEXP","EDU","PC_GDP","A","1996",4.19659004394206,
"KOR","GGEXP","EDU","PC_GDP","A","1997",4.17541048756665,
"KOR","GGEXP","EDU","PC_GDP","A","1998",4.1109960941172,
"KOR","GGEXP","EDU","PC_GDP","A","1999",3.8509061582239,
"KOR","GGEXP","EDU","PC_GDP","A","2000",3.74628779573331,
"KOR","GGEXP","EDU","PC_GDP","A","2001",4.12363814216064,
"KOR","GGEXP","EDU","PC_GDP","A","2002",4.17303129069414,
"KOR","GGEXP","EDU","PC_GDP","A","2003",4.29313381858568,
"KOR","GGEXP","EDU","PC_GDP","A","2004",4.56613937399443,
"KOR","GGEXP","EDU","PC_GDP","A","2005",4.29551355175708,
"KOR","GGEXP","EDU","PC_GDP","A","2006",4.10239045983921,
"KOR","GGEXP","EDU","PC_GDP","A","2007",4.31467534558021,
"KOR","GGEXP","EDU","PC_GDP","A","2008",4.6281005339986,
"KOR","GGEXP","EDU","PC_GDP","A","2009",4.89721762442489,
"KOR","GGEXP","EDU","PC_GDP","A","2010",4.44237883362851,
"KOR","GGEXP","EDU","PC_GDP","A","2011",4.51741086638042,
"KOR","GGEXP","EDU","PC_GDP","A","2012",4.59513062670013,
"KOR","GGEXP","EDU","PC_GDP","A","2013",4.64441050890144,
"KOR","GGEXP","EDU","PC_GDP","A","2014",4.72881395948338,
"KOR","GGEXP","EDU","PC_GDP","A","2015",4.70558142710427,
"KOR","GGEXP","EDU","PC_GDP","A","2016",4.5799939291568,
"KOR","GGEXP","EDU","PC_GDP","A","2017",4.57970160890281,
"KOR","GGEXP","EDU","PC_GDP","A","2018",4.78146422022718,
"KOR","GGEXP","EDU","PC_GDP","A","2019",5.12880734982279,
"KOR","GGEXP","EDU","PC_GDP","A","2020",5.197080350644,
"AUT","GGEXP","EDU","PC_GDP","A","1995",5.5168048015741,
"AUT","GGEXP","EDU","PC_GDP","A","1996",5.4929887486025,
"AUT","GGEXP","EDU","PC_GDP","A","1997",5.41500974758027,
"AUT","GGEXP","EDU","PC_GDP","A","1998",5.33962363801443,
"AUT","GGEXP","EDU","PC_GDP","A","1999",5.37324936725714,
"AUT","GGEXP","EDU","PC_GDP","A","2000",5.2051651242041,
"AUT","GGEXP","EDU","PC_GDP","A","2001",5.18145147028175,
"AUT","GGEXP","EDU","PC_GDP","A","2002",5.17438358275349,
"AUT","GGEXP","EDU","PC_GDP","A","2003",5.2537870942972,
"AUT","GGEXP","EDU","PC_GDP","A","2004",4.90813509451234,
"AUT","GGEXP","EDU","PC_GDP","A","2005",4.80121167357532,
"AUT","GGEXP","EDU","PC_GDP","A","2006",4.79762769978618,
"AUT","GGEXP","EDU","PC_GDP","A","2007",4.68487749243366,
"AUT","GGEXP","EDU","PC_GDP","A","2008",4.84480101589753,
"AUT","GGEXP","EDU","PC_GDP","A","2009",5.10661877306114,
"AUT","GGEXP","EDU","PC_GDP","A","2010",5.11398169306688,
"AUT","GGEXP","EDU","PC_GDP","A","2011",4.98345428635973,
"AUT","GGEXP","EDU","PC_GDP","A","2012",4.99961964900759,
"AUT","GGEXP","EDU","PC_GDP","A","2013",5.02273778349678,
"AUT","GGEXP","EDU","PC_GDP","A","2014",4.93421999545124,
"AUT","GGEXP","EDU","PC_GDP","A","2015",4.92695498810626,
"AUT","GGEXP","EDU","PC_GDP","A","2016",4.89051487809485,
"AUT","GGEXP","EDU","PC_GDP","A","2017",4.83608933428889,
"AUT","GGEXP","EDU","PC_GDP","A","2018",4.77846044617223,
"AUT","GGEXP","EDU","PC_GDP","A","2019",4.78897752330151,
"AUT","GGEXP","EDU","PC_GDP","A","2020",5.04736112362065,
"HUN","GGEXP","EDU","PC_GDP","A","1995",5.54695353348926,
"HUN","GGEXP","EDU","PC_GDP","A","1996",5.3408271619932,
"HUN","GGEXP","EDU","PC_GDP","A","1997",5.3789209649377,
"HUN","GGEXP","EDU","PC_GDP","A","1998",5.19986080385582,
"HUN","GGEXP","EDU","PC_GDP","A","1999",5.17133938718696,
"HUN","GGEXP","EDU","PC_GDP","A","2000",5.31026147301136,
"HUN","GGEXP","EDU","PC_GDP","A","2001",5.35532869657828,
"HUN","GGEXP","EDU","PC_GDP","A","2002",5.66259025038576,
"HUN","GGEXP","EDU","PC_GDP","A","2003",6.40037791928086,
"HUN","GGEXP","EDU","PC_GDP","A","2004",5.88189734571561,
"HUN","GGEXP","EDU","PC_GDP","A","2005",5.98134115360032,
"HUN","GGEXP","EDU","PC_GDP","A","2006",5.91149649611555,
"HUN","GGEXP","EDU","PC_GDP","A","2007",5.50781065172428,
"HUN","GGEXP","EDU","PC_GDP","A","2008",5.29166959022008,
"HUN","GGEXP","EDU","PC_GDP","A","2009",5.35833868511238,
"HUN","GGEXP","EDU","PC_GDP","A","2010",5.47609207653036,
"HUN","GGEXP","EDU","PC_GDP","A","2011",5.04542998188884,
"HUN","GGEXP","EDU","PC_GDP","A","2012",4.67377399808964,
"HUN","GGEXP","EDU","PC_GDP","A","2013",4.71029773652084,
"HUN","GGEXP","EDU","PC_GDP","A","2014",5.19790041105991,
"HUN","GGEXP","EDU","PC_GDP","A","2015",5.19879572877191,
"HUN","GGEXP","EDU","PC_GDP","A","2016",4.96030482342671,
"HUN","GGEXP","EDU","PC_GDP","A","2017",5.05969266722643,
"HUN","GGEXP","EDU","PC_GDP","A","2018",5.00803062044552,
"HUN","GGEXP","EDU","PC_GDP","A","2019",4.70602859440144,
"HUN","GGEXP","EDU","PC_GDP","A","2020",4.69100664539819,
"EST","GGEXP","EDU","PC_GDP","A","1995",7.31049915927512,
"EST","GGEXP","EDU","PC_GDP","A","1996",6.97288293111085,
"EST","GGEXP","EDU","PC_GDP","A","1997",6.52525351834497,
"EST","GGEXP","EDU","PC_GDP","A","1998",6.78962215566445,
"EST","GGEXP","EDU","PC_GDP","A","1999",7.13348854388927,
"EST","GGEXP","EDU","PC_GDP","A","2000",6.40347924100429,
"EST","GGEXP","EDU","PC_GDP","A","2001",6.34314653787713,
"EST","GGEXP","EDU","PC_GDP","A","2002",6.52086651718487,
"EST","GGEXP","EDU","PC_GDP","A","2003",6.27027999012994,
"EST","GGEXP","EDU","PC_GDP","A","2004",6.15804142331698,
"EST","GGEXP","EDU","PC_GDP","A","2005",5.89865185170283,
"EST","GGEXP","EDU","PC_GDP","A","2006",5.85676247132235,
"EST","GGEXP","EDU","PC_GDP","A","2007",5.73672838312917,
"EST","GGEXP","EDU","PC_GDP","A","2008",6.48330647571173,
"EST","GGEXP","EDU","PC_GDP","A","2009",7.01747885781938,
"EST","GGEXP","EDU","PC_GDP","A","2010",6.51715157318015,
"EST","GGEXP","EDU","PC_GDP","A","2011",6.08493398587155,
"EST","GGEXP","EDU","PC_GDP","A","2012",6.12892495313069,
"EST","GGEXP","EDU","PC_GDP","A","2013",5.90985533101419,
"EST","GGEXP","EDU","PC_GDP","A","2014",5.52118676235992,
"EST","GGEXP","EDU","PC_GDP","A","2015",5.9210827562584,
"EST","GGEXP","EDU","PC_GDP","A","2016",5.65847482041699,
"EST","GGEXP","EDU","PC_GDP","A","2017",5.684828063678,
"EST","GGEXP","EDU","PC_GDP","A","2018",6.19886285206244,
"EST","GGEXP","EDU","PC_GDP","A","2019",6.11567382117785,
"EST","GGEXP","EDU","PC_GDP","A","2020",6.43182641751183,
"LUX","GGEXP","EDU","PC_GDP","A","1995",4.54491736278253,
"LUX","GGEXP","EDU","PC_GDP","A","1996",4.60942134745354,
"LUX","GGEXP","EDU","PC_GDP","A","1997",4.53513445280794,
"LUX","GGEXP","EDU","PC_GDP","A","1998",4.76945089349092,
"LUX","GGEXP","EDU","PC_GDP","A","1999",4.56585070907246,
"LUX","GGEXP","EDU","PC_GDP","A","2000",4.24044572818086,
"LUX","GGEXP","EDU","PC_GDP","A","2001",4.39729849665549,
"LUX","GGEXP","EDU","PC_GDP","A","2002",4.6116735237571,
"LUX","GGEXP","EDU","PC_GDP","A","2003",4.86866979417276,
"LUX","GGEXP","EDU","PC_GDP","A","2004",4.90478916763958,
"LUX","GGEXP","EDU","PC_GDP","A","2005",4.8546305592559,
"LUX","GGEXP","EDU","PC_GDP","A","2006",4.42273009443001,
"LUX","GGEXP","EDU","PC_GDP","A","2007",4.27167563765307,
"LUX","GGEXP","EDU","PC_GDP","A","2008",4.32691597525481,
"LUX","GGEXP","EDU","PC_GDP","A","2009",4.86712890456399,
"LUX","GGEXP","EDU","PC_GDP","A","2010",5.01189605429747,
"LUX","GGEXP","EDU","PC_GDP","A","2011",4.98956918215737,
"LUX","GGEXP","EDU","PC_GDP","A","2012",5.07014987973023,
"LUX","GGEXP","EDU","PC_GDP","A","2013",4.68066792588472,
"LUX","GGEXP","EDU","PC_GDP","A","2014",4.56489602640381,
"LUX","GGEXP","EDU","PC_GDP","A","2015",4.46872375434928,
"LUX","GGEXP","EDU","PC_GDP","A","2016",4.34980259417563,
"LUX","GGEXP","EDU","PC_GDP","A","2017",4.44028535992776,
"LUX","GGEXP","EDU","PC_GDP","A","2018",4.59026375470708,
"LUX","GGEXP","EDU","PC_GDP","A","2019",4.79089001581888,
"LUX","GGEXP","EDU","PC_GDP","A","2020",4.92493268125106,
"FRA","GGEXP","EDU","PC_GDP","A","1995",5.75347233337684,
"FRA","GGEXP","EDU","PC_GDP","A","1996",5.73025219881399,
"FRA","GGEXP","EDU","PC_GDP","A","1997",5.68806530437964,
"FRA","GGEXP","EDU","PC_GDP","A","1998",5.60856752294555,
"FRA","GGEXP","EDU","PC_GDP","A","1999",5.67338020940772,
"FRA","GGEXP","EDU","PC_GDP","A","2000",5.60021912842346,
"FRA","GGEXP","EDU","PC_GDP","A","2001",5.61780002600442,
"FRA","GGEXP","EDU","PC_GDP","A","2002",5.78097515538512,
"FRA","GGEXP","EDU","PC_GDP","A","2003",5.76206286265857,
"FRA","GGEXP","EDU","PC_GDP","A","2004",5.54923389938727,
"FRA","GGEXP","EDU","PC_GDP","A","2005",5.51722771043742,
"FRA","GGEXP","EDU","PC_GDP","A","2006",5.47531018839911,
"FRA","GGEXP","EDU","PC_GDP","A","2007",5.30452878394528,
"FRA","GGEXP","EDU","PC_GDP","A","2008",5.38727551973017,
"FRA","GGEXP","EDU","PC_GDP","A","2009",5.66921879631609,
"FRA","GGEXP","EDU","PC_GDP","A","2010",5.64279159560344,
"FRA","GGEXP","EDU","PC_GDP","A","2011",5.48011556722823,
"FRA","GGEXP","EDU","PC_GDP","A","2012",5.48835601617002,
"FRA","GGEXP","EDU","PC_GDP","A","2013",5.49289647735748,
"FRA","GGEXP","EDU","PC_GDP","A","2014",5.48920463399488,
"FRA","GGEXP","EDU","PC_GDP","A","2015",5.44642727180099,
"FRA","GGEXP","EDU","PC_GDP","A","2016",5.40805835294202,
"FRA","GGEXP","EDU","PC_GDP","A","2017",5.39368512329132,
"FRA","GGEXP","EDU","PC_GDP","A","2018",5.32207847819961,
"FRA","GGEXP","EDU","PC_GDP","A","2019",5.24795549784935,
"FRA","GGEXP","EDU","PC_GDP","A","2020",5.48581262072765,
"CZE","GGEXP","EDU","PC_GDP","A","1995",5.22017708384232,
"CZE","GGEXP","EDU","PC_GDP","A","1996",4.70442885218299,
"CZE","GGEXP","EDU","PC_GDP","A","1997",4.57503307925221,
"CZE","GGEXP","EDU","PC_GDP","A","1998",4.49341192530548,
"CZE","GGEXP","EDU","PC_GDP","A","1999",4.21760838852313,
"CZE","GGEXP","EDU","PC_GDP","A","2000",4.39037350463418,
"CZE","GGEXP","EDU","PC_GDP","A","2001",4.52746395484362,
"CZE","GGEXP","EDU","PC_GDP","A","2002",4.9111068004171,
"CZE","GGEXP","EDU","PC_GDP","A","2003",5.21779722127382,
"CZE","GGEXP","EDU","PC_GDP","A","2004",4.76548020318218,
"CZE","GGEXP","EDU","PC_GDP","A","2005",4.74312005626977,
"CZE","GGEXP","EDU","PC_GDP","A","2006",4.88422011390358,
"CZE","GGEXP","EDU","PC_GDP","A","2007",4.30163442053741,
"CZE","GGEXP","EDU","PC_GDP","A","2008",4.29792275765176,
"CZE","GGEXP","EDU","PC_GDP","A","2009",4.62140140403407,
"CZE","GGEXP","EDU","PC_GDP","A","2010",4.61079373984127,
"CZE","GGEXP","EDU","PC_GDP","A","2011",4.5864644441124,
"CZE","GGEXP","EDU","PC_GDP","A","2012",4.53797978533165,
"CZE","GGEXP","EDU","PC_GDP","A","2013",4.52002275749485,
"CZE","GGEXP","EDU","PC_GDP","A","2014",4.53006443513065,
"CZE","GGEXP","EDU","PC_GDP","A","2015",4.39756491253255,
"CZE","GGEXP","EDU","PC_GDP","A","2016",3.9441110907043,
"CZE","GGEXP","EDU","PC_GDP","A","2017",4.06479057937368,
"CZE","GGEXP","EDU","PC_GDP","A","2018",4.56908002404837,
"CZE","GGEXP","EDU","PC_GDP","A","2019",4.85610113307472,
"CZE","GGEXP","EDU","PC_GDP","A","2020",5.064763796802,
"USA","GGEXP","EDU","PC_GDP","A","1970",5.68962632173766,
"USA","GGEXP","EDU","PC_GDP","A","1971",5.87761857749925,
"USA","GGEXP","EDU","PC_GDP","A","1972",5.89158790096239,
"USA","GGEXP","EDU","PC_GDP","A","1973",5.79836618548369,
"USA","GGEXP","EDU","PC_GDP","A","1974",5.95548143560592,
"USA","GGEXP","EDU","PC_GDP","A","1975",6.27051392838999,
"USA","GGEXP","EDU","PC_GDP","A","1976",6.01547497293708,
"USA","GGEXP","EDU","PC_GDP","A","1977",5.72552797399975,
"USA","GGEXP","EDU","PC_GDP","A","1978",5.44374019550102,
"USA","GGEXP","EDU","PC_GDP","A","1979",5.34662450477347,
"USA","GGEXP","EDU","PC_GDP","A","1980",5.37405606047933,
"USA","GGEXP","EDU","PC_GDP","A","1981",5.19259217453098,
"USA","GGEXP","EDU","PC_GDP","A","1982",5.30582043304766,
"USA","GGEXP","EDU","PC_GDP","A","1983",5.20053697842455,
"USA","GGEXP","EDU","PC_GDP","A","1984",5.07384883098009,
"USA","GGEXP","EDU","PC_GDP","A","1985",5.14128646393541,
"USA","GGEXP","EDU","PC_GDP","A","1986",5.27302112331758,
"USA","GGEXP","EDU","PC_GDP","A","1987",5.32370533539709,
"USA","GGEXP","EDU","PC_GDP","A","1988",5.34794721144412,
"USA","GGEXP","EDU","PC_GDP","A","1989",5.47785301280847,
"USA","GGEXP","EDU","PC_GDP","A","1990",5.63205768634801,
"USA","GGEXP","EDU","PC_GDP","A","1991",5.82467824236875,
"USA","GGEXP","EDU","PC_GDP","A","1992",5.84517893044321,
"USA","GGEXP","EDU","PC_GDP","A","1993",5.82373906822118,
"USA","GGEXP","EDU","PC_GDP","A","1994",5.77902650607171,
"USA","GGEXP","EDU","PC_GDP","A","1995",5.89689137692874,
"USA","GGEXP","EDU","PC_GDP","A","1996",5.8623137368666,
"USA","GGEXP","EDU","PC_GDP","A","1997",5.84682809267726,
"USA","GGEXP","EDU","PC_GDP","A","1998",5.90494920067348,
"USA","GGEXP","EDU","PC_GDP","A","1999",5.95558827108476,
"USA","GGEXP","EDU","PC_GDP","A","2000",6.04146356357927,
"USA","GGEXP","EDU","PC_GDP","A","2001",6.29892092453087,
"USA","GGEXP","EDU","PC_GDP","A","2002",6.35995096763615,
"USA","GGEXP","EDU","PC_GDP","A","2003",6.32860755295052,
"USA","GGEXP","EDU","PC_GDP","A","2004",6.25375307067186,
"USA","GGEXP","EDU","PC_GDP","A","2005",6.17098483902038,
"USA","GGEXP","EDU","PC_GDP","A","2006",6.16403687053959,
"USA","GGEXP","EDU","PC_GDP","A","2007",6.24332793431194,
"USA","GGEXP","EDU","PC_GDP","A","2008",6.43608071625855,
"USA","GGEXP","EDU","PC_GDP","A","2009",6.73869073820421,
"USA","GGEXP","EDU","PC_GDP","A","2010",6.69455590648396,
"USA","GGEXP","EDU","PC_GDP","A","2011",6.4976810818084,
"USA","GGEXP","EDU","PC_GDP","A","2012",6.25387865241538,
"USA","GGEXP","EDU","PC_GDP","A","2013",6.22926895821909,
"USA","GGEXP","EDU","PC_GDP","A","2014",6.12920138111972,
"USA","GGEXP","EDU","PC_GDP","A","2015",6.09308771058896,
"USA","GGEXP","EDU","PC_GDP","A","2016",6.11871893104003,
"USA","GGEXP","EDU","PC_GDP","A","2017",6.04715829479153,
"USA","GGEXP","EDU","PC_GDP","A","2018",5.95765000030682,
"USA","GGEXP","EDU","PC_GDP","A","2019",5.89906447675728,
"USA","GGEXP","EDU","PC_GDP","A","2020",6.00071251957577,
"USA","GGEXP","EDU","PC_GDP","A","2021",5.62309352474478,
"GRC","GGEXP","EDU","PC_GDP","A","1995",3.63085025293895,
"GRC","GGEXP","EDU","PC_GDP","A","1996",3.64336402879478,
"GRC","GGEXP","EDU","PC_GDP","A","1997",3.92111788691784,
"GRC","GGEXP","EDU","PC_GDP","A","1998",3.63157212238259,
"GRC","GGEXP","EDU","PC_GDP","A","1999",3.74022540455021,
"GRC","GGEXP","EDU","PC_GDP","A","2000",3.85210968075869,
"GRC","GGEXP","EDU","PC_GDP","A","2001",3.70777167551366,
"GRC","GGEXP","EDU","PC_GDP","A","2002",3.91225382364535,
"GRC","GGEXP","EDU","PC_GDP","A","2003",4.25477787980928,
"GRC","GGEXP","EDU","PC_GDP","A","2004",4.10601460126197,
"GRC","GGEXP","EDU","PC_GDP","A","2005",4.21045104458687,
"GRC","GGEXP","EDU","PC_GDP","A","2006",3.64772918238717,
"GRC","GGEXP","EDU","PC_GDP","A","2007",3.59140275001531,
"GRC","GGEXP","EDU","PC_GDP","A","2008",3.77287709793301,
"GRC","GGEXP","EDU","PC_GDP","A","2009",4.12993192805692,
"GRC","GGEXP","EDU","PC_GDP","A","2010",4.14056446968465,
"GRC","GGEXP","EDU","PC_GDP","A","2011",4.51629548959267,
"GRC","GGEXP","EDU","PC_GDP","A","2012",4.58221186497235,
"GRC","GGEXP","EDU","PC_GDP","A","2013",4.49510950207814,
"GRC","GGEXP","EDU","PC_GDP","A","2014",4.32135729089678,
"GRC","GGEXP","EDU","PC_GDP","A","2015",4.1464231937909,
"GRC","GGEXP","EDU","PC_GDP","A","2016",4.01560655797891,
"GRC","GGEXP","EDU","PC_GDP","A","2017",3.89138974219532,
"GRC","GGEXP","EDU","PC_GDP","A","2018",4.09506279799552,
"GRC","GGEXP","EDU","PC_GDP","A","2019",3.98633819904511,
"GRC","GGEXP","EDU","PC_GDP","A","2020",4.45147312770796,
"FIN","GGEXP","EDU","PC_GDP","A","1990",6.24347233368881,
"FIN","GGEXP","EDU","PC_GDP","A","1991",7.18190082739732,
"FIN","GGEXP","EDU","PC_GDP","A","1992",7.40015569342549,
"FIN","GGEXP","EDU","PC_GDP","A","1993",7.27470014467728,
"FIN","GGEXP","EDU","PC_GDP","A","1994",7.03258438109511,
"FIN","GGEXP","EDU","PC_GDP","A","1995",6.92447411947356,
"FIN","GGEXP","EDU","PC_GDP","A","1996",6.83561415710745,
"FIN","GGEXP","EDU","PC_GDP","A","1997",6.4291967113991,
"FIN","GGEXP","EDU","PC_GDP","A","1998",6.13244351478327,
"FIN","GGEXP","EDU","PC_GDP","A","1999",5.9598474581613,
"FIN","GGEXP","EDU","PC_GDP","A","2000",5.85376936720365,
"FIN","GGEXP","EDU","PC_GDP","A","2001",5.89443261332522,
"FIN","GGEXP","EDU","PC_GDP","A","2002",6.10697304796412,
"FIN","GGEXP","EDU","PC_GDP","A","2003",6.29065100923235,
"FIN","GGEXP","EDU","PC_GDP","A","2004",6.21889920507943,
"FIN","GGEXP","EDU","PC_GDP","A","2005",6.10248532063854,
"FIN","GGEXP","EDU","PC_GDP","A","2006",5.9694500193757,
"FIN","GGEXP","EDU","PC_GDP","A","2007",5.76783270612385,
"FIN","GGEXP","EDU","PC_GDP","A","2008",5.82142949064422,
"FIN","GGEXP","EDU","PC_GDP","A","2009",6.48098730653051,
"FIN","GGEXP","EDU","PC_GDP","A","2010",6.53917498923691,
"FIN","GGEXP","EDU","PC_GDP","A","2011",6.42430731623552,
"FIN","GGEXP","EDU","PC_GDP","A","2012",6.40130921173714,
"FIN","GGEXP","EDU","PC_GDP","A","2013",6.36449508371631,
"FIN","GGEXP","EDU","PC_GDP","A","2014",6.34035292923532,
"FIN","GGEXP","EDU","PC_GDP","A","2015",6.194857724058,
"FIN","GGEXP","EDU","PC_GDP","A","2016",6.04915455272667,
"FIN","GGEXP","EDU","PC_GDP","A","2017",5.64955523837721,
"FIN","GGEXP","EDU","PC_GDP","A","2018",5.54865459903539,
"FIN","GGEXP","EDU","PC_GDP","A","2019",5.61081973500988,
"FIN","GGEXP","EDU","PC_GDP","A","2020",5.83550030876774,
"NLD","GGEXP","EDU","PC_GDP","A","1995",5.12976904660033,
"NLD","GGEXP","EDU","PC_GDP","A","1996",5.04954660863257,
"NLD","GGEXP","EDU","PC_GDP","A","1997",4.89667954672317,
"NLD","GGEXP","EDU","PC_GDP","A","1998",4.77535855133846,
"NLD","GGEXP","EDU","PC_GDP","A","1999",4.80523722223149,
"NLD","GGEXP","EDU","PC_GDP","A","2000",4.64351215799755,
"NLD","GGEXP","EDU","PC_GDP","A","2001",4.61566237307551,
"NLD","GGEXP","EDU","PC_GDP","A","2002",4.81105965035509,
"NLD","GGEXP","EDU","PC_GDP","A","2003",5.09096936487198,
"NLD","GGEXP","EDU","PC_GDP","A","2004",5.11670439044297,
"NLD","GGEXP","EDU","PC_GDP","A","2005",5.16752196019845,
"NLD","GGEXP","EDU","PC_GDP","A","2006",5.19719577244562,
"NLD","GGEXP","EDU","PC_GDP","A","2007",5.1409144499895,
"NLD","GGEXP","EDU","PC_GDP","A","2008",5.23765524615342,
"NLD","GGEXP","EDU","PC_GDP","A","2009",5.64174623344782,
"NLD","GGEXP","EDU","PC_GDP","A","2010",5.63622226359422,
"NLD","GGEXP","EDU","PC_GDP","A","2011",5.50695846447885,
"NLD","GGEXP","EDU","PC_GDP","A","2012",5.51927665452719,
"NLD","GGEXP","EDU","PC_GDP","A","2013",5.41559481757494,
"NLD","GGEXP","EDU","PC_GDP","A","2014",5.43659538983859,
"NLD","GGEXP","EDU","PC_GDP","A","2015",5.30124288414047,
"NLD","GGEXP","EDU","PC_GDP","A","2016",5.27686680210126,
"NLD","GGEXP","EDU","PC_GDP","A","2017",5.12716996366572,
"NLD","GGEXP","EDU","PC_GDP","A","2018",5.05667407850519,
"NLD","GGEXP","EDU","PC_GDP","A","2019",4.98600955654906,
"NLD","GGEXP","EDU","PC_GDP","A","2020",5.31882038341305,
"IRL","GGEXP","EDU","PC_GDP","A","1995",5.69180367332285,
"IRL","GGEXP","EDU","PC_GDP","A","1996",5.62508202717447,
"IRL","GGEXP","EDU","PC_GDP","A","1997",4.40181257496976,
"IRL","GGEXP","EDU","PC_GDP","A","1998",4.22139207375139,
"IRL","GGEXP","EDU","PC_GDP","A","1999",4.05790345496634,
"IRL","GGEXP","EDU","PC_GDP","A","2000",3.95513950555167,
"IRL","GGEXP","EDU","PC_GDP","A","2001",4.09595694960466,
"IRL","GGEXP","EDU","PC_GDP","A","2002",3.99295401322437,
"IRL","GGEXP","EDU","PC_GDP","A","2003",4.1060285800057,
"IRL","GGEXP","EDU","PC_GDP","A","2004",4.10495204270922,
"IRL","GGEXP","EDU","PC_GDP","A","2005",4.10629606455853,
"IRL","GGEXP","EDU","PC_GDP","A","2006",4.01184876367268,
"IRL","GGEXP","EDU","PC_GDP","A","2007",4.32614103094105,
"IRL","GGEXP","EDU","PC_GDP","A","2008",4.70681845663386,
"IRL","GGEXP","EDU","PC_GDP","A","2009",4.7777334235918,
"IRL","GGEXP","EDU","PC_GDP","A","2010",4.62337381128064,
